X,Y,Count,Date,Time,Lat,Long,Speed,Altitude,GSR,normal_GSR,Walk
-2447.58164407171,6684636.20797208,811,2/6/2018,10:25:6,51.544150999999999,-0.021987000000000,2.060000000000000,8.600000000000000,583,0.3518518519,0
-2447.58164407171,6684636.20797208,812,2/6/2018,10:25:6,51.544150999999999,-0.021987000000000,2.060000000000000,9.000000000000000,586,0.4074074074,0
-2447.24768559933,6684634.95825956,813,2/6/2018,10:25:7,51.544144000000003,-0.021984000000000,3.700000000000000,9.000000000000000,582,0.3333333333,0
-2447.24768559933,6684634.95825956,814,2/6/2018,10:25:7,51.544144000000003,-0.021984000000000,3.700000000000000,8.600000000000000,585,0.3888888889,0
-2447.35900509012,6684633.53001691,815,2/6/2018,10:25:8,51.544136000000002,-0.021985000000000,2.320000000000000,8.600000000000000,582,0.3333333333,0
-2447.35900509012,6684633.53001691,816,2/6/2018,10:25:8,51.544136000000002,-0.021985000000000,2.320000000000000,7.500000000000000,586,0.4074074074,0
-2447.47032458091,6684632.10177451,817,2/6/2018,10:25:9,51.544128000000001,-0.021986000000000,3.110000000000000,7.500000000000000,583,0.3518518519,0
-2447.47032458091,6684632.10177451,818,2/6/2018,10:25:9,51.544128000000001,-0.021986000000000,3.110000000000000,6.800000000000000,586,0.4074074074,0
-2447.47032458091,6684630.85206262,819,2/6/2018,10:25:10,51.544120999999997,-0.021986000000000,1.540000000000000,6.800000000000000,582,0.3333333333,0
-2447.47032458091,6684630.85206262,820,2/6/2018,10:25:10,51.544120999999997,-0.021986000000000,1.540000000000000,6.900000000000000,586,0.4074074074,0
-2447.47032458091,6684629.42382071,821,2/6/2018,10:25:11,51.544113000000003,-0.021986000000000,3.090000000000000,6.900000000000000,582,0.3333333333,0
-2447.02504661774,6684628.17410923,822,2/6/2018,10:25:12,51.544105999999999,-0.021982000000000,4.060000000000000,6.900000000000000,585,0.3888888889,0
-2447.02504661774,6684628.17410923,823,2/6/2018,10:25:12,51.544105999999999,-0.021982000000000,4.060000000000000,6.200000000000000,587,0.4259259259,0
-2446.69108814536,6684626.74586778,824,2/6/2018,10:25:13,51.544097999999998,-0.021979000000000,2.280000000000000,6.200000000000000,583,0.3518518519,0
-2446.35712967298,6684626.03174715,825,2/6/2018,10:25:14,51.544094000000001,-0.021976000000000,1.960000000000000,6.200000000000000,588,0.4444444444,0
-2446.0231712006,6684624.60350609,826,2/6/2018,10:25:15,51.544086000000000,-0.021973000000000,4.060000000000000,6.200000000000000,587,0.4259259259,0
-2445.46657374663,6684622.63967503,827,2/6/2018,10:25:16,51.544074999999999,-0.021968000000000,3.800000000000000,6.200000000000000,588,0.4444444444,0
-2445.46657374663,6684622.63967503,828,2/6/2018,10:25:16,51.544074999999999,-0.021968000000000,3.800000000000000,7.400000000000000,590,0.4814814815,0
-2445.13261527425,6684621.21143456,829,2/6/2018,10:25:17,51.544066999999998,-0.021965000000000,1.440000000000000,7.400000000000000,586,0.4074074074,0
-2444.68733731108,6684619.96172435,830,2/6/2018,10:25:18,51.544060000000002,-0.021961000000000,3.330000000000000,7.400000000000000,591,0.5000000000,0
-2444.68733731108,6684619.96172435,831,2/6/2018,10:25:18,51.544060000000002,-0.021961000000000,3.330000000000000,8.000000000000000,592,0.5185185185,0
-2444.79865680187,6684618.53348436,832,2/6/2018,10:25:19,51.544052000000001,-0.021962000000000,2.760000000000000,8.000000000000000,588,0.4444444444,0
